Topic,Count,Name,Representation,Representative_Docs
-1,10877,-1_eimeria_foals_trichinella_rats,"['eimeria', 'foals', 'trichinella', 'rats', 'mares', 'hev', 'equi', 'horses', 'cortisol', 'equine']","['Effects of maternal dietary supplementation with antioxidants on clinical status of mares and their foal. Background: The peripartum period constitutes a delicate physiological moment in mares showing a transient state of oxidative stress. Diet supplementation with antioxidants during pregnancy in women appears to have a beneficial effect on mother and neonate health. The aim of this work was to evaluate the effects of diet supplementation with a commercial product containing a mix of antioxidants (Oxyliver®, Candioli) on the length of gestation, weight, and haemato-biochemical parameters in Italian Salernitano mares and their newborn foals. Eight late-term pregnant mares were randomly divided into two groups: Antiox group receiving 30 g/day of antioxidants, and Car group receiving the same amount of carrot powder, from 290 to 320 days of gestation. The following parameters were evaluated in mares: weight, colostrum composition, haemato-biochemical parameters, progesterone, and cortisol blood concentrations, along with blood oxidant/antioxidant status. Assessments were conducted at specific time points: immediately before the start of diet supplementation (T0), 15 days after (T1), at the end of diet supplementation (T2), within 8 h after parturition (T3), and 10 days post-partum (T4). Foal parameters such as weight, haemato-biochemical values, cortisol concentration, and blood oxidative stress variables were assessed within 8 h of birth (TF0) and at 10 days of age (TF1). Results: Pregnancy was shorter in the Antiox group (P < 0.05) compared with the Car group; the foals’ weight increase of group Antiox (40%) was higher (P < 0.05) compared to those of the Car group (28.6%). The colostrum of the Antiox group exhibited higher levels of Brix, total solids, protein, nonfat solids, casein, urea, density, free fatty acids, and glucose, while lower levels of fat and lactose were observed compared to the Car group (P < 0.05). Mares’ serum albumin at T1 and T3, creatinine, glucose, total proteins, total bilirubin, AST, and ALT at T3 were lower in Antiox than in the Car group. No significant differences were found in foals. Conclusions: While the limited sample size and the potential variability of evaluated parameters, the observed outcomes suggest that Oxyliver® supplementation in mares might safely decrease gestation length and enhance liver function, thus potentially improving colostrum quality and offspring development. © The Author(s) 2024.', 'Gastric Infusion of Short-Chain Fatty Acids Improves Health via Enhance Liver and Intestinal Immune Response and Antioxidant Capacity in Goats. In the present study, we comprehensively investigated the impacts of the infusion of three short-chain fatty acids (SCFAs), sodium acetate (SA), propionate (SP), and butyrate (SB), to examine their respective roles in the gastrointestinal tract (GIT) health and innate immunity of twenty adult Guanzhong milk goats of 1.5 years of age. Infusion of SCFAs resulted in upregulating the activity of certain antioxidant enzymes in comparison with the control group. The SA group significantly (p < 0.05) increased the activity of the catalase (CAT) in the liver, glutathione peroxidase (GSH-Px) and superoxide dismutase (SOD) in the colon, and maleic dialdehyde (MDA) in the jejunum. SP significantly (p < 0.05) upregulated the activity of the total antioxidant capacity (T-AOC) in the ileum, CAT and MDA in the jejunum, CAT in the colon, and SOD in the liver. SB was significantly (p < 0.05) upregulated the activity of the T-AOC in the ileum, CAT in the jejunum, and T-AOC, CAT, SOD, and GSH-Px in the colon. Infusion of SCFAs resulted in significant (p < 0.05) increases in pro-inflammatory and anti-inflammatory cytokines in the intestine compared to the control group. We found that the SA group significantly (p < 0.05) upregulated the level of interleukin-1 beta (IL-1β) in the ileum and jejunum, as well as the levels of IL-6 and TNF-α in the colon, while the SP group significantly (p < 0.05) increased the level of IL-1β in the jejunum and the level of interleukin-10 (IL-10) in the colon. Furthermore, the SB group significantly (p < 0.05) upregulated levels of IL-1β in the jejunum, interleukin-6 (IL-6), tumor necrosis factor alpha (TNF-α) in the colon, and IL-10 in the cecum. Furthermore, some intestinal tight-junction proteins were significantly increased by SCFA infusion. SA significantly (p < 0.05) increased the claudin level in the ileum and occludin in the colon, while the SP group significantly (p < 0.05) upregulated the level of occludin in the jejunum and the claudin level in the ileum. Moreover, SB significantly (p < 0.05) increased the occludin level in the jejunum, claudin level in the ileum, and zonula occludens-1 (ZO-1) level in the colon and cecum. There are many positive associations among antioxidant, inflammatory cytokine, and tight-junction protein indexes in the liver and intestine. In conclusion, our results suggest that the gastric infusion of SA, SP, and SB might improve goat intestinal health through the positive influence on the antioxidant capacity, pro-inflammatory and anti-inflammatory cytokines, and tight-junction proteins. © 2025 by the authors.', 'Visnagin treatment attenuates DSS-induced colitis by regulating inflammation, oxidative, stress, and mucosal damage. Ulcerative colitis (UC), is a chronic inflammatory bowel disease characterized by recurrent episodes of inflammation and ulceration of the colonic mucosa. This study aimed to explore the therapeutic potential effects of visnagin (VIS), a natural furanochromone using a murine model, focusing on tight junction protein expression, oxidative stress, apoptosis and associated inflammation in a dextran sodium sulfate (DSS) induced UC model. A total of 36 male C57BL/6 mice were divided randomly into six groups (n = 6): Group 1 served as the control, group 2, treated with DSS (2% with three 5-day cycles diluted in distilled water administered orally). Group 3 (VIS) perse alone (60 mg/kg b. wt), orally for 31 days, Group 4-low dose of VIS (30 mg/kg b. wt for 31 days with DSS, group 5-high dose VIS (60 mg/kg b. wt) for 31 days with DSS and Group 6 Dexamethasone sodium @ 1 mg/kg b. wt-IP with DSS for 31 days. Disease progression and therapeutic outcomes were assessed by monitoring clinical symptoms, body weight changes, colon length, Disease activity index (DAI), oxidative stress indices, gross and histopathological analysis, inflammatory cytokine levels and immunohistochemical expression. Results demonstrated that VIS co-administration, particularly at high doses, significantly mitigated DSS-induced weight loss, colon shortening. This protective effect was further supported by a significant reduction in oxidative and nitrosative stress which was evident from decreased levels of nitrite and Malondialdehyde (MDA) in VIS treated groups 4 and 5. Further, VIS suppressed pro-inflammatory cytokines (TNF-α, IL-1β, IL-6, IFN-γ, NF-κB, IL-17, MPO and TGF-β) while increasing anti-inflammatory IL-10 levels in colon tissues. Reverse transcription polymerase chain reaction (RT-PCR) analysis revealed significantly reduced mRNA expression of TNF-α and IL-17 along with increased occludin expression in groups 4, 5 and 6. VIS also improves intestinal barrier by increasing the expression of tight junction occludin, as confirmed through RT-PCR. Immunohistochemical analysis showed strong positive immunoreactivity for NF-κB, COX-2, NLRP3 and TNF-α in DSS group, which wa notably reduced in VIS-treated groups. Additionally, VIS improved intestinalbarrier integrity by upregulating occluding expression. Histopathological analysis further confirmed that VIS attenuated DSS-induecdcolonic lesions. In conclusion, VIS exhibits potent anti-inflammatory and mucosal-protective properties, making it a promising therapeutic candidate for managing UC. Its ability to modulate inflammatory pathways and enhance intestinal barrier function suggests its potential as an alternative treatment for UC. Copyright © 2025 Sravathi, Doppalapudi, Yadala, Banothu, Anumolu, Veera and Debbarma.']"
0,2869,0_prrsv_porcine_pcv2_pedv,"['prrsv', 'porcine', 'pcv2', 'pedv', 'replication', 'viral', 'asfv', 'porcine reproductive', 'reproductive respiratory', 'respiratory syndrome']","['LGALS3BP/90K suppresses porcine reproductive and respiratory syndrome virus replication by enhancing GP3 degradation and stimulating innate immunity. Porcine reproductive and respiratory syndrome virus (PRRSV) seriously affects the world pig industry, and existing vaccines are not enough to protect against PRRSV efficiently. Identifying host factors that inhibit PRRSV infection may provide potential targets for antiviral therapies. Galectin 3 binding protein (LGALS3BP), also referred to as 90K, is a multifunctional protein that plays significant roles in viral infections, but its role in PRRSV infection is not clearly defined. In this study, we found that 90K expression increased during PRRSV infection. Additionally, 90K inhibits PRRSV replication by restricting both viral RNA synthesis and viral assembly. Further studies showed that 90K can interact with various PRRSV structural proteins, such as GP2, GP3, and GP5. Moreover, 90K targets K217 in GP3 for K48-linked ubiquitination, facilitating GP3 degradation through the proteasomal pathway. Meanwhile, we found that 90K induces the expression of type I interferon (IFN) and inflammatory cytokines by activating NF-κB and IRF3. Overall, our findings suggest that 90K plays a negative role in PRRSV replication by inducing PRRSV-GP3 degradation and activating innate immune responses. © 2025. The Author(s).', 'TNF-α induced by porcine reproductive and respiratory syndrome virus inhibits the replication of classical swine fever virus C-strain. Porcine productive and respiratory syndrome virus (PRRSV) and classical swine fever virus (CSFV) both are major pathogens of swine that pose a great threat to the Chinese pig industry. It has been found that PRRSV infection can lead to vaccination failure of CSFV C strain-derived modified live vaccine (CSFV-C) by interfering with the immune responses to the latter. To investigate whether PRRSV can suppress CSFV-C replication, we created a 3D4/21-based cell line PAM39 that is susceptible to both viruses by expressing PRRSV receptors CD163 and CD169, and then investigated their interplay under the condition of either sequential or simultaneous co-infection. The most significant suppressive effect came from the sequential infection when the cells were first infected by PRRSV and then followed by CSFV-C at an interval of 6 h. In addition, this effect was independent of PRRSV strains. Mechanistically, PRRSV induced an elevated level of a subset of pro-inflammatory cytokines, especially tumor necrosis factor (TNF-α), through the nuclear factor κB (NF-κB) signaling pathway to inhibit the replication of CSFV-C in vitro. Thus, our studies provide an alternative explanation on PRRSV-induced CSFV vaccination failure, and this has an important implication in CSF vaccination and control. © 2019 Elsevier B.V.', ""A Multiplex Crystal Digital PCR for Detection of African Swine Fever Virus, Classical Swine Fever Virus, and Porcine Reproductive and Respiratory Syndrome Virus. African swine fever (ASF), classical swine fever (CSF), and porcine reproductive and respiratory syndrome (PRRS) are highly infectious diseases of domestic pigs and wild boars. The co-infections of ASF virus (ASFV), CSF virus (CSFV), and PRRS virus (PRRSV) have been reported in different pig farms. Early differential detection and diagnosis of ASFV, CSFV, and PRRSV in the clinical samples is very important for the effective prevention and control of these diseases. A multiplex crystal digital PCR (dPCR) was developed for differential detection of ASFV, CSFV, and PRRSV in this study, targeting p72, 5' untranslated region (UTR), and ORF7 genes, respectively. The different reaction conditions were optimized, and the specificity, sensitivity, and repeatability of the assay were evaluated. The results showed that the multiplex crystal dPCR was able to accurately and differentially detect ASFV, CSFV, and PRRSV with a limit of detection of 4.69 × 10−1 copies/μl, respectively, and could not detect other porcine viruses, i.e., foot-and-mouth disease virus (FMDV), Senecavirus A (SVA), atypical porcine pestivirus (APPV), pseudorabies virus (PRV), porcine circovirus type 2 (PCV2), and porcine parvovirus (PPV). The assay showed excellent repeatability and reproducibility, with coefficients of variation (CV) of the intra- and inter-assay from 0.09 to 1.40%, and from 0.64 to 2.26%, respectively. The 289 clinical samples from different pig herds in Guangxi province, China, were tested by the multiplex crystal dPCR and a reference multiplex real-time quantitative RT-PCR (qRT-PCR) established previously in our laboratory. The positive rates of ASFV, CSFV, and PRRSV were 30.10, 13.49, and 22.49% by the multiplex crystal dPCR, and 24.57, 8.65, and 18.34% by the multiplex qRT-PCR, with coincidence rates of 94.66, 95.16, and 95.84%, respectively. The results indicated that the established multiplex crystal dPCR was a specific, sensitive, and accurate method for the detection and quantification of ASFV, CSFV, and PRRSV. This is the first report on the multiplex dPCR for detecting ASFV, CSFV, and PRRSV. Copyright © 2022 Shi, Chen, Yin, Long, Feng, Liu, Qu and Si.""]"
1,1797,1_anthelmintic_contortus_egg_haemonchus,"['anthelmintic', 'contortus', 'egg', 'haemonchus', 'hepatica', 'nematode', 'fec', 'nematodes', 'haemonchus contortus', 'eggs']","['Prevalence of gastrointestinal helminths, lungworms and liver fluke in sheep and goats in Norway. The present study describes the occurrence of various gastrointestinal helminths, lungworms and liver flukes in Norwegian sheep and goats as assessed from faecal samples and post mortem examinations performed between 2007 and 2010. Faecal samples for gastrointestinal nematode egg counts were collected from 77 sheep flocks and 30 dairy goat flocks from three geographical regions in Norway. Additionally, thirty-two lambs and 16 adult goats were euthanized for necropsy examination and for identification of adult gastrointestinal nematodes and tapeworms, lungworms and liver flukes. The survey showed that there was a higher mean excretion of trichostrongyle eggs in sheep than in goats at the individual level (392 EPG vs. 154 EPG, p<0.001). For both host species, the mean prevalence and intensity of excreted trichostrongyle eggs were significantly higher in the southern coastal region compared with the inland and northern regions (p<0.001). Third stage larvae of Trichostrongylus/. Teladorsagia, Haemonchus and Nematodirus type were the most prevalent ones in the coprocultures from sheep, whereas larvae of Trichostrongylus/. Teladorsagia and Nematodirus type dominated in goats. The most prevalent gastrointestinal nematode species found at necropsy was Teladorsagia circumcincta (75.0 and 81.2% respectively in sheep and goats), while the largest mean worm burdens were recorded for Haemonchus contortus in sheep (724 ± 623) and T. circumcincta in goats (377 ± 529). Other gastrointestinal nematode species were present at low prevalence or in low numbers. Fasciola hepatica was only found in necropsied sheep from the coastal region with a prevalence of 18.8%. The lungworm Mullerius capillaris was found from all regions in necropsied goats (31.2%) and from coastal area in sheep (3.1%). The present study indicates that H. contortus and Nematodirus battus have a wider geographical distribution to the north than expected, and describes to our knowledge the northernmost occurrence of H. contortus in the Nordic countries. © 2013 Elsevier B.V.', 'The efficacy of a combined oral formulation of derquantel-abamectin against anthelmintic resistant gastro-intestinal nematodes of sheep in the UK. The objective of the present studies was to evaluate the efficacy of a combined formulation (Startect® Dual Active Oral Solution for Sheep, Pfizer Animal Health) of derquantel (DQL) and abamectin (ABA) for the treatment of: (1) sheep experimentally infected with a moxidectin (MOX)-resistant isolate of Teladorsagia circumcincta, and (2) multi-drug resistant gastrointestinal nematode parasites under UK field conditions. In the first study, a total of 40 animals were allocated into 4 treatment groups, and were either left untreated or treated with DQL+ABA, MOX or ABA. Faecal samples were collected on days 1-5 and on day 7 after treatment to examine the reduction in faecal egg excretion and to evaluate the egg viability. On day 14 post treatment all animals were euthanised for abomasal worm counts. There was a 100% reduction in geometric mean worm counts for the DQL+ABA treated animals compared to the untreated control animals (P<0.0001), whereas the percentage reduction in worm counts for the MOX- (P>0.05) and ABA-treated (P=0.0004) animals was 12.4% and 71.8%, respectively. The data from the egg hatch assay (EHA) indicated that in the MOX-treated and the ABA-treated animals, the majority of the eggs hatched after treatment. In the field study, performed on four farms, animals were allocated into 6 groups of 11-15 animals each in order to conduct a faecal egg count reduction test (FECRT), based on arithmetic mean egg counts. One group of animals remained untreated, whereas the other animals were treated with DQL+ABA, MOX, fenbendazole (FBZ), levamisole (LV) or ivermectin (IVM). On each of the farms the reduction in egg excretion after treatment with FBZ, LV or IVM was below 95.0%, indicating anthelmintic resistance. The efficacy of DQL+ABA ranged from 99.1 to 100%, yielding significantly lower egg counts compared to the untreated control group (P≤0.003). For MOX the egg counts were significantly (P≤0.003) lower compared to the untreated group at each farm, with reductions varying from 98.2 to 100%. The post-treatment copro-cultures for larva identification indicated that T. circumcincta was the most abundant worm species after treatment (52-99% of the larvae). The results of these studies confirm the high efficacy of the DQL+ABA combination formulation against anthelmintic resistant nematodes in the UK. © 2012 Elsevier B.V.', 'Field efficacy of four anthelmintics and confirmation of drug-resistant nematodes by controlled efficacy test and pyrosequencing on a sheep and goat farm in Denmark. We describe a case of anthelmintic resistance on one of the largest organic small ruminant farms in Denmark. The flock was established in 2007 by purchase of animals from other Danish farms and had history of clinical parasitism, high mortality of young stock and anthelmintic treatment failure. In October 2011, 40 lambs and 40 kids were selected for a faecal egg count reduction test (FECRT) with fenbendazole (FBZ), ivermectin (IVM), moxidectin (MOX) and levamisole (LEV). Lambs were treated with the recommended sheep dose of each product while kids received the sheep dose of IVM, 1.5× sheep dose of MOX and 2× sheep dose of FBZ and LEV. Untreated lambs and kids were also included and three methods for calculating faecal egg count (FEC) reduction were compared. In a subsequent investigation, a controlled efficacy test (CET) with FBZ and IVM was performed in lambs infected with Haemonchus contortus and Trichostrongylus colubriformis isolated from adult goats on the farm. Recovered specimens of H. contortus were subjected to pyrosequencing for detection of single nucleotide polymorphisms (SNPs) related to benzimidazole (BZ) resistance. During the FECRT, FECs in untreated lambs dropped significantly by 47%. No FEC reduction was detected in untreated kids. After FBZ treatments, FEC reductions in lambs and kids ranged from 15 to 54% and 49-56%, respectively, according to the different calculation methods. Post IVM treatments, FEC reductions in lambs and kids varied between 71-90% and 81-83%, correspondingly. LEV and MOX reduced FECs by 98-100% in both species. In the CET, FBZ reduced H. contortus worm counts by 52-56% and no reduction in T. colubriformis counts were detected after treatment. IVM eliminated 100% of H. contortus and reduced T. colubriformis counts by 84-92%, according to different calculation methods. Pyrosequencing of isolated H. contortus revealed increased frequencies of the BZ resistance-related SNP in codon 200 of the β-tubulin isotype 1 gene. Frequency of BZ resistance-related SNPs in codons 167 and 198 were very low and did not exceed levels as obtained in the susceptible reference isolate. Anthelmintic resistance was confirmed in this recently established organic farm and low field efficacy of FBZ was verified by CET and pyrosequencing. BZ-resistant populations of H. contortus and T. colubriformis were isolated for the first time in Denmark. Problems with correct dosing of goats, the observed FEC reduction in untreated lambs and the relevance of including a control group in the FECRT are discussed. © 2014 The Authors.']"
2,1652,2_salmonella_coli_escherichia coli_escherichia,"['salmonella', 'coli', 'escherichia coli', 'escherichia', 'isolates', 'esbl', 'enterica', 'typhimurium', 'coli isolates', 'antimicrobial resistance']","['Molecular characterisation of extended-spectrum ß-lactamase producing Escherichia coli in wild birds and cattle, Ibadan, Nigeria. Background: Antimicrobial resistance (AMR) is an increasing global health concern reducing options for therapy of infections and also for perioperative prophylaxis. Many Enterobacteriaceae cannot be treated anymore with third generation cephalosporins (3GC) due to the production of certain 3GC hydrolysing enzymes (extended spectrum beta-lactamases, ESBLs). The role of animals as carriers and vectors of multi-resistant bacteria in different geographical regions is poorly understood. Therefore, we investigated the occurrence and molecular characteristics of ESBL-producing Escherichia coli (E. coli) in wild birds and slaughtered cattle in Ibadan, Nigeria. Cattle faecal samples (n = 250) and wild bird pooled faecal samples (cattle egrets, Bubulcus ibis, n = 28; white-faced whistling duck, Dendrocygna viduata, n = 24) were collected and cultured on cefotaxime-eosin methylene blue agar. Antimicrobial susceptibility was determined by agar diffusion assays and all 3GC resistant isolates were genotypically characterised for AMR genes, virulence associated genes (VAGs) and serotypes using DNA microarray-based assays. Results: All 3GC resistant isolates were E. coli: cattle (n = 53), egrets (n = 87) and whistling duck (n = 4); cultured from 32/250 (12.8%), 26/28 (92.9%), 2/24(8.3%), cattle, egrets and whistling duck faecal samples, respectively. blaCTX-M gene family was prevalent; blaCTX-M15 (83.3%) predominated over blaCTX-M9 (11.8%). All were susceptible to carbapenems. The majority of isolates were resistant to at least one of the other tested antimicrobials; multidrug resistance was highest in the isolates recovered from egrets. The isolates harboured diverse repositories of other AMR genes (including strB and sul2), integrons (predominantly class 1) and VAGs. The isolates recovered from egrets harboured more AMR genes; eight were unique to these isolates including tetG, gepA, and floR. The prevalent VAGs included hemL and iss; while 14 (including sepA) were unique to certain animal isolates. E. coli serotypes O9:H9, O9:H30 and O9:H4 predominated. An identical phenotypic microarray profile was detected in three isolates from egrets and cattle, indicative of a clonal relationship amongst these isolates. Conclusion: Wild birds and cattle harbour diverse ESBL-producing E. coli populations with potential of inter-species dissemination and virulence. Recommended guidelines to balance public health and habitat conservation should be implemented with continuous surveillance. © 2021, The Author(s).', 'Genomic characterization of ESBL-producing Salmonella Thompson isolates harboring mcr-9 from dead chick embryos in China. The emergence and dissemination of the extended spectrum β-lactamase (ESBL)-producing Enterobacteriaceae harbouring antimicrobial resistance (AMR) genes has diminished the potential options for treating multidrug-resistant (MDR) bacterial infections. Until now, numerous studies reported the spreading of critical plasmid-borne AMR genes from different sources worldwide. While the knowledge on the occurrence of the plasmid-borne AMR genes, especially mcr genes in the dead chick embryos, remains obscure. A retrospective study was conducted to detect the presence of the mcr genes in forty-five Salmonella enterica isolates recovered from 2139 dead chick embryo samples, from breeding chicken hatcheries in Henan, China. Using multiplex PCR, we found only four isolates out of the forty-five were mcr-9-positive. These four isolates were found to be MDR, ESBL- producing and showed resistance to 10 antimicrobial drugs. Additionally, mcr-9 harbouring plasmids were successfully transferred into Escherichia coli (E. coli) J53 by conjugation and the mcr-9 gene was confirmed by PCR. We also found that the transconjugants exhibited higher MICs for ampicillin, gentamycin and colistin than the recipient. Whole-genome sequence analysis showed that the four isolates belonged to Salmonella Thompson ST26 and harboured IncHI2 plasmid replicon. Furthermore, the mcr-9 harbouring plasmids were reconstructed using in silico tools and found to be carried other AMR genes (blaDHA-1 and qnrB4). The studied isolates carried the typical virulence factors from Salmonella pathogenicity islands 1 and 2 (SPI-1 and SPI-2), in addition to pef and csg operons which are important in host adhesion and biofilm formation. The mgtC gene, which is involved in phagocytosis, has also been identified. Together, the increase in the phenotypic resistance of the transconjugants and the plasmid in silico reconstruction analysis confirmed that the corresponding resistance genes might be located together on the same plasmid. To track the potential phylogenomic relations of our detected ESBL S. Thompson isolates, we constructed a phylogenomic tree with available ESBL S. Thompson genomes (n = 26) that were reported worldwide. The studied isolates were independently clustered together with four other Chinese isolates of food origin in one clade, providing strong evidence of a potential recent and wide dissemination of ESBL S. Thompson across the food chain in China. In conclusion, we report the detection of four highly virulent ESBL-producing S. Thompson ST26 isolates harbouring mcr-9 gene obtained from dead chick embryos in Henan, China. © 2023 Elsevier B.V.', 'Virulence Gene Profiles of Extended-Spectrum β-Lactamase (ESBL)-Producing Escherichia coli Isolated from Turkeys in Hungary: A Whole-Genome Sequencing Study. Background: Escherichia coli strains associated with poultry are increasingly recognized as reservoirs of both virulence and resistance genes, posing significant zoonotic risks throughout the food production chain. However, the genotypic architecture and pathogenic potential of isolates from large-scale turkey farms remain under characterized, particularly in the context of extended-spectrum β-lactamase (ESBL) production. Methods: A total of 160 ESBL-producing E. coli isolates were collected from healthy turkeys on intensive Hungarian farms. Whole genome sequencing (WGS) was performed to characterize virulence factors. Functional annotation included screening for fimbrial adhesins, iron acquisition systems, secretion pathways, and autotransporter toxins, using VirulenceFinder and Prodigal-based genome annotations. Data analysis included assembly quality control with QUAST and BUSCO, and comprehensive virulome profiling. Results: The isolates exhibited a functionally diverse virulence profile encompassing classical ExPEC-associated colonization factors (type I, P, S fimbriae; curli; ECP), multiple iron acquisition systems (enterobactin, salmochelin, aerobactin, yersiniabactin, and heme uptake), and key secretion systems (LEE-associated T3SS and T2SS). Genetic hallmarks of avian pathogenic E. coli (APEC), uropathogenic pathogenic E. coli (UPEC), and enteropathogenic E. coli (EPEC) pathotypes co-occurred in 44% of the isolates, indicating a mosaic virulence landscape. Notably, serine protease autotransporters of Enterobacteriaceae (SPATE) toxins (Vat, Pic) and ColV-type plasmid-associated modules were frequently detected. All isolates were confirmed by ESBL producers, highlighting their antimicrobial resistance potential. Conclusions: This study reveals that E. coli strains isolated from turkeys possess a complex, host-adapted virulence repertoire capable of supporting both enteric and extraintestinal infections. The co-occurence of APEC-, UPEC-, and EPEC-like traits—combined with ESBL production—underscores their One Health relevance. These findings support the need for host-specific surveillance, functional validation, and integrative control strategies in poultry systems. © 2025 by the authors.']"
3,1498,3_fmd_foot mouth_asf_fmdv,"['fmd', 'foot mouth', 'asf', 'fmdv', 'mouth', 'biosecurity', 'foot', 'surveillance', 'outbreaks', 'farmers']","['The Epidemiological and Economic Impact of a Potential Foot-and-Mouth Disease Outbreak in Austria. An outbreak of foot-and mouth disease (FMD) in an FMD-free country such as Austria would likely have serious consequences for the national livestock sector and economy. The objective of this study was to analyse the epidemiological and economic impact of an FMD outbreak in Austria in order to (i) evaluate the effectiveness of different control measures in two Austrian regions with different livestock structure and density, (ii) analyse the associated costs of the control measures and the losses resulting from trade restrictions on livestock and livestock products and (iii) assess the resources that would be required to control the FMD outbreak. The European Foot-and-Mouth Disease Spread Model (EuFMDiS) was used to simulate a potential FMD outbreak. Based on the epidemiological outputs of the model, the economic impact of the outbreak was assessed. The analysis of the simulations showed that the success of control strategies depends largely on the type of control measures, the geographical location, the availability of sufficient resources, and the speed of intervention. The comparison of different control strategies suggested that from an economic point of view the implementation of additional control measures, such as pre-emptive depopulation of susceptible herds, would be efficient if the epidemic started in an area with high livestock density. Depending on the chosen control measures and the affected region, the majority of the total costs would be attributable to export losses (e.g., each day of an FMD epidemic costs Austria € 9–16 million). Our analysis indicated that the currently estimated resources for surveillance, cleaning, and disinfection during an FMD outbreak in Austria would be insufficient, which would lead to an extended epidemic control duration. We have shown that the control of an FMD outbreak can be improved by implementing a contingency strategy adapted to the affected region and by placing particular focus on an optimal resource allocation and rapid detection of the disease in Austria. The model results can assist veterinary authorities in planning resources and implementing cost-effective control measures for future outbreaks of highly contagious viral diseases. © Copyright © 2021 Marschik, Kopacka, Stockreiter, Schmoll, Hiesel, Höflechner-Pöltl, Käsbohrer and Pinior.', ""Spatiotemporal patterns and risk factors for African swine fever-affected smallholder pig farms in Davao Region, Southern Philippines. African swine fever (ASF) has severely disrupted the Philippine pig industry, necessitating a thorough understanding of its local epidemiology to develop effective mitigation strategies. The outbreak has particularly impacted smallholder farmers, who face substantial economic losses, livelihood threats, and psychological distress due to ASF. This study examined the ASF outbreak in Davao Region, Southern Philippines, by analyzing its spatiotemporal patterns and identifying risk factors. The investigation involved three parts: determining spatiotemporal patterns using spatial autocorrelation and hotspot analysis, conducting Key Informant Interviews (KIIs) with government veterinarians to identify local risk factors, and fitting a conditional logistic regression model to estimate the effects of biosecurity and farming practices on the likelihood of ASF occurrence. A sharp decline in incidence rates and non-recurring hotspots of ASF-affected barangays (villages) were observed, which may have been influenced by community quarantines and 1–7–10 zoning protocols. However, ASF hotspots continuously shifted towards the northeast provinces of the region. Thematic analysis of collected data from KIIs highlighted six general areas of ASF management and control that have posed challenges: farm biosecurity, traders' roles, farmers' capabilities, slaughterhouse practices, veterinary services, and response gaps. Regression analysis revealed that biosecurity measures for trade vehicles and cleaning practices were associated with a decreased likelihood of ASF risk, while swill feeding, inadequate waste management, and improper disposal of diseased pigs were associated with an increased likelihood of ASF risk. These findings provide critical insights for managing ASF spread while supporting smallholder farmers, strengthening the livestock industry's resilience against similar diseases. © 2025 Elsevier B.V."", ""Social network analysis provides insights into African swine fever epidemiology. Pig movements play a significant role in the spread of economically important infectious diseases such as the African swine fever. Characterization of movement networks between pig farms and through other types of farm and household enterprises that are involved in pig value chains can provide useful information on the role that different participants in the networks play in pathogen transmission. Analysis of social networks that underpin these pig movements can reveal pathways that are important in the transmission of disease, trade in commodities, the dissemination of information and the influence of behavioural norms. We assessed pig movements among pig keeping households within West Kenya and East Uganda and across the shared Kenya-Uganda border in the study region, to gain insight into within-country and trans-boundary pig movements. Villages were sampled using a randomized cluster design. Data were collected through interviews in 2012 and 2013 from 683 smallholder pig-keeping households in 34 villages. NodeXL software was used to describe pig movement networks at village level. The pig movement and trade networks were localized and based on close social networks involving family ties, friendships and relationships with neighbours. Pig movement network modularity ranged from 0.2 to 0.5 and exhibited good community structure within the network implying an easy flow of knowledge and adoption of new attitudes and beliefs, but also promoting an enhanced rate of disease transmission. The average path length of 5 defined using NodeXL, indicated that disease could easily reach every node in a cluster. Cross-border boar service between Uganda and Kenya was also recorded. Unmonitored trade in both directions was prevalent. While most pig transactions in the absence of disease, were at a small scale (<5 km) and characterized by regular agistment, most pig sales during ASF outbreaks were to traders or other farmers from outside the sellers' village at a range of >10 km. The close social relationships between actors in pig movement networks indicate the potential for possible interventions to develop shared norms and mutually accepted protocols amongst smallholder pig keepers to better manage the risk of ASF introduction and transmission. © 2016 Elsevier B.V.""]"
